2810541879	2564274700
1801283263	1702374860
197974486	3122028788
3057702921	605114695
3010134342	795262720
3099559145	217683808
1552187145	3554869798
46943766	3733214447
1704471626	1798417061
834344627	3138827115
196307761	3026212939
2768586423	761283156
93861679	3090607269
2712110229	1430289303
2751089446	2117204758
196304844	3951186349
1784504404	2899707276
1378050343	3829669113
2484413807	416636722
1982686911	1707005538
4046817500	821869963
2188498363	99014127
93123294	46967518
3930478063	784552609
154886581	4192372762
2103526443	1688914760
1186278918	1519114543
4024337905	7477132
3724904127	3145740771
2191278293	261299254
4064687144	633556049
4136325629	761714530
2832622198	457633378
1928315564	2558269324
3790757216	1087748992
324176541	2314343586
1170807782	4120316955
2532912966	3406875286
3042989643	2361296345
2246176349	3717052382
1267129619	4196779002
339427588	3357563558
3749851528	1660291942
3652557053	188963467
3247220810	193751657
761287755	2991133741
644117162	1417660912
3046702434	4146987921
1441751740	2876905350
2833931568	1138080704
2175432449	2246842411
2794159010	2251051506
2258375410	845831002
3071858130	3243936729
1423031691	2716491160
2220158850	584928295
1121462242	615160658
3048475669	3277544102
2337353005	4195784829
3321125424	1518749093
3999075541	3585814564
959550784	856887572
2358439682	455466757
204055274	759608756
1725391478	3613554221
1281895782	1637100845
416666242	695309590
3634412416	885566062
3381349403	1644180066
1771691359	2830388331
1188545076	758184470
2556055798	1632033979
1422729847	2786199825
3275132704	1629309045
3316160150	4099591358
1639467979	2016269163
1171371360	2768614309
1516257362	2134355797
2143891533	1725915732
4136360239	3214474594
2958694246	1863025821
1764984968	818705793
1665619223	429796733
1519151721	2964112876
116219340	568930073
1853521801	625159614
3022963709	3970092110
379125186	1222117882
957433812	1410802450
4120317128	413871942
3332699467	1851031305
784585387	3643754165
4284675723	834499993
3893857406	3640811815
1286869671	3786664582
182031510	2474559940
1190500300	4253210927
673984795	1398441581
3420858112	3276638546
2603232557	2756200492
3251819058	3699735602
41503385	2376766007
882476689	1598865349
3270061475	1649158518
211101775	2229927240
605607311	3034228862
2586354667	827135651
52569482	411605292
1746629282	3380650680
3189298549	1367067276
2659067075	2890446669
3921306876	3965436140
670325696	3391145548
2974386312	3435037993
2439051821	2399438589
520722661	1058169032
1166109912	2586354590
1682773667	210271178
2649815697	586323507
1662268711	3556479280
416648964	1616133906
1420918052	918235328
3509461830	843926164
1699239049	2311217341
3359466952	296590946
157040261	157487315
3373345489	2491157004
1374824800	1375032192
3994837426	2355798668
2301770585	747188909
2304918562	1453469866
1276549137	3479150278
889824235	2583995323
646013397	3597424309
2015378441	1775286884
666424982	2963676259
2559740086	165936017
1529915935	3898327272
254156745	2826839078
2364164034	2358984210
4150817290	2996699750
3409773848	2299548982
2291990610	1749774026
2304842905	1218855199
2340581885	1364006067
1150909835	809083287
372308758	3573238349
1854155454	4166197312
226307337	3308187195
1463936083	2591339967
1179950572	3625208141
467121573	3548410957
1350869132	3242870529
2469315086	1267611725
2705383625	3654107672
3293817339	77059858
2014485548	4030751264
956115008	2717938452
537672673	2529180501
389523737	3675018485
1541444417	2303860943
3115670048	2303411987
